id,device_id,temperature,humidity,light_level,voltage,timestamp,received_at
933,SENSOR_003,22.09,69.96,288,3.22,2025-11-25 08:37:56,2025-11-25T11:37:56.390283
934,SENSOR_001,22.57,46.58,470,3.73,2025-11-25 08:38:06,2025-11-25T11:38:06.414093
935,SENSOR_002,26.17,56.58,171,3.6,2025-11-25 08:38:06,2025-11-25T11:38:06.419265
936,SENSOR_003,19.72,74.92,963,4.01,2025-11-25 08:38:06,2025-11-25T11:38:06.423990
937,SENSOR_001,21.16,43.93,356,3.23,2025-11-25 08:38:16,2025-11-25T11:38:16.447819
938,SENSOR_002,20.56,77.17,643,3.52,2025-11-25 08:38:16,2025-11-25T11:38:16.454065
939,SENSOR_003,19.74,60.01,392,3.58,2025-11-25 08:38:16,2025-11-25T11:38:16.460068
940,SENSOR_001,20.67,72.36,821,3.67,2025-11-25 08:38:26,2025-11-25T11:38:26.474575
941,SENSOR_002,19.47,45.54,340,3.26,2025-11-25 08:38:26,2025-11-25T11:38:26.480792
942,SENSOR_003,21.38,57.71,805,3.3,2025-11-25 08:38:26,2025-11-25T11:38:26.487410
943,SENSOR_001,18.61,48.16,423,3.32,2025-11-25 08:38:36,2025-11-25T11:38:36.509867
944,SENSOR_002,20.4,75.69,340,3.45,2025-11-25 08:38:36,2025-11-25T11:38:36.514978
945,SENSOR_003,20.91,57.69,349,3.51,2025-11-25 08:38:36,2025-11-25T11:38:36.520923
946,SENSOR_001,21.14,73.21,715,3.54,2025-11-25 08:38:46,2025-11-25T11:38:46.547850
947,SENSOR_002,18.41,73.23,103,3.95,2025-11-25 08:38:46,2025-11-25T11:38:46.553299
948,SENSOR_003,27.85,80.31,349,3.71,2025-11-25 08:38:46,2025-11-25T11:38:46.558978
949,SENSOR_001,18.42,63.62,656,3.78,2025-11-25 08:38:56,2025-11-25T11:38:56.583945
950,SENSOR_002,19.77,78.07,226,3.99,2025-11-25 08:38:56,2025-11-25T11:38:56.589397
951,SENSOR_003,22.1,46.03,843,3.84,2025-11-25 08:38:56,2025-11-25T11:38:56.595049
952,SENSOR_001,27.79,66.81,937,4.04,2025-11-25 08:39:06,2025-11-25T11:39:06.617991
953,SENSOR_002,18.4,70.61,832,3.86,2025-11-25 08:39:06,2025-11-25T11:39:06.623254
954,SENSOR_003,21.17,50.27,871,3.74,2025-11-25 08:39:06,2025-11-25T11:39:06.628840
955,SENSOR_001,25.89,78.33,528,3.7,2025-11-25 08:39:16,2025-11-25T11:39:16.647013
956,SENSOR_002,19.46,59.63,570,3.56,2025-11-25 08:39:16,2025-11-25T11:39:16.653278
957,SENSOR_003,19.45,66.09,678,3.86,2025-11-25 08:39:16,2025-11-25T11:39:16.658778
958,SENSOR_001,19.25,67.87,467,3.56,2025-11-25 08:39:26,2025-11-25T11:39:26.683286
959,SENSOR_002,24.27,45.51,591,3.3,2025-11-25 08:39:26,2025-11-25T11:39:26.688980
960,SENSOR_003,24.23,50.15,792,4.2,2025-11-25 08:39:26,2025-11-25T11:39:26.694575
961,SENSOR_001,23.03,64.3,982,3.48,2025-11-25 08:39:36,2025-11-25T11:39:36.722126
962,SENSOR_002,23.11,68.6,864,3.48,2025-11-25 08:39:36,2025-11-25T11:39:36.738664
963,SENSOR_003,19.6,66.79,548,3.85,2025-11-25 08:39:36,2025-11-25T11:39:36.743794
964,SENSOR_001,23.17,71.92,335,3.82,2025-11-25 08:39:46,2025-11-25T11:39:46.767209
965,SENSOR_002,23.93,45.56,856,3.24,2025-11-25 08:39:46,2025-11-25T11:39:46.772370
966,SENSOR_003,25.73,78.41,316,3.83,2025-11-25 08:39:46,2025-11-25T11:39:46.778464
967,SENSOR_001,24.48,68.29,346,3.73,2025-11-25 08:39:56,2025-11-25T11:39:56.799923
968,SENSOR_002,21.94,54.1,943,3.96,2025-11-25 08:39:56,2025-11-25T11:39:56.805650
969,SENSOR_003,20.57,48.03,913,3.68,2025-11-25 08:39:56,2025-11-25T11:39:56.811532
970,SENSOR_001,26.0,52.11,843,4.0,2025-11-25 08:40:06,2025-11-25T11:40:06.836193
971,SENSOR_002,24.8,68.65,173,3.41,2025-11-25 08:40:06,2025-11-25T11:40:06.842092
972,SENSOR_003,26.16,79.99,293,4.12,2025-11-25 08:40:06,2025-11-25T11:40:06.847057
973,SENSOR_001,19.14,55.97,501,3.57,2025-11-25 08:40:16,2025-11-25T11:40:16.873177
974,SENSOR_002,18.11,46.2,482,4.18,2025-11-25 08:40:16,2025-11-25T11:40:16.897565
975,SENSOR_003,26.68,45.53,964,4.04,2025-11-25 08:40:16,2025-11-25T11:40:16.902506
976,SENSOR_001,19.45,63.66,721,3.38,2025-11-25 08:40:26,2025-11-25T11:40:26.907253
977,SENSOR_002,26.14,63.02,837,3.29,2025-11-25 08:40:26,2025-11-25T11:40:26.912679
978,SENSOR_003,19.13,46.41,942,3.81,2025-11-25 08:40:26,2025-11-25T11:40:26.918436
979,SENSOR_001,19.71,69.58,691,3.49,2025-11-25 08:40:36,2025-11-25T11:40:36.936203
980,SENSOR_002,22.23,64.93,161,4.04,2025-11-25 08:40:36,2025-11-25T11:40:36.941602
981,SENSOR_003,27.18,65.8,200,4.12,2025-11-25 08:40:36,2025-11-25T11:40:36.946984
982,SENSOR_001,19.27,58.2,171,3.56,2025-11-25 08:40:46,2025-11-25T11:40:46.960737
983,SENSOR_002,22.28,54.33,756,3.24,2025-11-25 08:40:46,2025-11-25T11:40:46.965926
984,SENSOR_003,23.46,43.46,767,3.67,2025-11-25 08:40:46,2025-11-25T11:40:46.970760
985,SENSOR_001,26.45,62.02,961,3.59,2025-11-25 08:40:56,2025-11-25T11:40:56.985531
986,SENSOR_002,27.61,47.43,749,4.14,2025-11-25 08:40:56,2025-11-25T11:40:56.990977
987,SENSOR_003,18.88,58.46,728,4.14,2025-11-25 08:40:56,2025-11-25T11:40:56.996451
988,SENSOR_001,27.86,56.49,516,4.17,2025-11-25 08:41:07,2025-11-25T11:41:07.019106
989,SENSOR_002,21.99,42.07,574,3.23,2025-11-25 08:41:07,2025-11-25T11:41:07.024259
990,SENSOR_003,25.54,44.3,529,3.95,2025-11-25 08:41:07,2025-11-25T11:41:07.029920
991,SENSOR_001,26.05,51.46,211,4.06,2025-11-25 08:41:17,2025-11-25T11:41:17.058172
992,SENSOR_002,22.58,46.39,962,3.94,2025-11-25 08:41:17,2025-11-25T11:41:17.064080
993,SENSOR_003,20.78,78.35,281,3.82,2025-11-25 08:41:17,2025-11-25T11:41:17.069490
994,SENSOR_001,26.51,40.95,665,3.38,2025-11-25 08:41:27,2025-11-25T11:41:27.084994
995,SENSOR_002,24.75,72.41,597,3.74,2025-11-25 08:41:27,2025-11-25T11:41:27.090750
996,SENSOR_003,22.95,56.58,425,3.99,2025-11-25 08:41:27,2025-11-25T11:41:27.096026
997,SENSOR_001,26.92,65.11,526,4.07,2025-11-25 08:41:37,2025-11-25T11:41:37.119561
998,SENSOR_002,21.95,54.44,839,3.87,2025-11-25 08:41:37,2025-11-25T11:41:37.125270
999,SENSOR_003,26.57,61.53,483,4.11,2025-11-25 08:41:37,2025-11-25T11:41:37.130219
1000,SENSOR_001,18.19,58.4,470,3.89,2025-11-25 08:41:47,2025-11-25T11:41:47.157754
1001,SENSOR_002,18.03,72.18,744,3.44,2025-11-25 08:41:47,2025-11-25T11:41:47.163240
1002,SENSOR_003,21.01,72.19,486,3.88,2025-11-25 08:41:47,2025-11-25T11:41:47.168399
1003,SENSOR_001,18.12,69.88,575,3.68,2025-11-25 08:41:57,2025-11-25T11:41:57.194297
1004,SENSOR_002,24.55,79.03,199,3.79,2025-11-25 08:41:57,2025-11-25T11:41:57.199465
1005,SENSOR_003,26.13,49.73,958,3.91,2025-11-25 08:41:57,2025-11-25T11:41:57.205623
1006,SENSOR_001,27.72,72.95,844,4.16,2025-11-25 08:42:07,2025-11-25T11:42:07.231656
1007,SENSOR_002,26.93,73.61,416,3.5,2025-11-25 08:42:07,2025-11-25T11:42:07.237181
1008,SENSOR_003,26.05,42.54,848,3.3,2025-11-25 08:42:07,2025-11-25T11:42:07.244067
1009,SENSOR_001,23.11,78.88,762,3.56,2025-11-25 08:42:17,2025-11-25T11:42:17.269248
1010,SENSOR_002,25.42,50.19,287,3.88,2025-11-25 08:42:17,2025-11-25T11:42:17.275268
1011,SENSOR_003,22.26,48.36,696,3.66,2025-11-25 08:42:17,2025-11-25T11:42:17.280318
1012,SENSOR_001,23.05,57.16,409,4.12,2025-11-25 08:42:27,2025-11-25T11:42:27.304318
1013,SENSOR_002,27.18,77.7,362,3.45,2025-11-25 08:42:27,2025-11-25T11:42:27.309604
1014,SENSOR_003,18.19,43.98,626,3.7,2025-11-25 08:42:27,2025-11-25T11:42:27.314622
1015,SENSOR_001,27.22,68.04,260,3.89,2025-11-25 08:42:37,2025-11-25T11:42:37.341255
1016,SENSOR_002,20.28,74.24,871,3.21,2025-11-25 08:42:37,2025-11-25T11:42:37.367393
1017,SENSOR_003,19.54,53.77,119,3.62,2025-11-25 08:42:37,2025-11-25T11:42:37.382766
1018,SENSOR_001,27.3,44.37,540,3.37,2025-11-25 08:42:47,2025-11-25T11:42:47.412948
1019,SENSOR_002,23.75,62.14,795,4.08,2025-11-25 08:42:47,2025-11-25T11:42:47.418001
1020,SENSOR_003,20.36,73.85,281,3.99,2025-11-25 08:42:47,2025-11-25T11:42:47.422444
1021,SENSOR_001,23.37,78.19,909,4.17,2025-11-25 08:42:57,2025-11-25T11:42:57.449886
1022,SENSOR_002,20.35,55.72,964,3.95,2025-11-25 08:42:57,2025-11-25T11:42:57.455104
1023,SENSOR_003,27.28,50.18,380,3.28,2025-11-25 08:42:57,2025-11-25T11:42:57.461006
1024,SENSOR_001,19.57,73.55,332,4.01,2025-11-25 08:43:07,2025-11-25T11:43:07.485119
1025,SENSOR_002,19.73,58.07,839,4.0,2025-11-25 08:43:07,2025-11-25T11:43:07.490142
1026,SENSOR_003,22.23,61.18,482,3.21,2025-11-25 08:43:07,2025-11-25T11:43:07.496394
1027,SENSOR_001,18.74,45.94,325,3.87,2025-11-25 08:43:17,2025-11-25T11:43:17.510153
1028,SENSOR_002,20.21,55.33,528,3.53,2025-11-25 08:43:17,2025-11-25T11:43:17.516152
1029,SENSOR_003,19.88,77.97,304,3.66,2025-11-25 08:43:17,2025-11-25T11:43:17.521353
1030,SENSOR_001,21.86,40.97,371,3.62,2025-11-25 08:43:27,2025-11-25T11:43:27.549854
1031,SENSOR_002,22.14,41.27,285,3.69,2025-11-25 08:43:27,2025-11-25T11:43:27.569569
1032,SENSOR_003,19.62,55.79,789,3.25,2025-11-25 08:43:27,2025-11-25T11:43:27.575918
1033,SENSOR_001,22.99,55.08,347,3.69,2025-11-25 08:43:37,2025-11-25T11:43:37.603986
1034,SENSOR_002,24.89,56.19,395,3.22,2025-11-25 08:43:37,2025-11-25T11:43:37.609062
1035,SENSOR_003,27.79,46.68,291,3.24,2025-11-25 08:43:37,2025-11-25T11:43:37.614796
1036,SENSOR_001,21.35,67.98,964,4.08,2025-11-25 08:43:47,2025-11-25T11:43:47.638087
1037,SENSOR_002,22.33,48.79,578,3.95,2025-11-25 08:43:47,2025-11-25T11:43:47.643672
1038,SENSOR_003,27.23,73.18,108,3.48,2025-11-25 08:43:47,2025-11-25T11:43:47.649362
1039,SENSOR_001,24.82,77.89,795,4.04,2025-11-25 08:43:57,2025-11-25T11:43:57.663348
1040,SENSOR_002,26.14,43.39,450,3.96,2025-11-25 08:43:57,2025-11-25T11:43:57.668794
1041,SENSOR_003,22.94,75.95,285,3.41,2025-11-25 08:43:57,2025-11-25T11:43:57.673238
1042,SENSOR_001,23.23,69.06,336,3.98,2025-11-25 08:44:07,2025-11-25T11:44:07.701004
1043,SENSOR_002,22.1,54.57,582,3.34,2025-11-25 08:44:07,2025-11-25T11:44:07.723646
1044,SENSOR_003,19.49,42.17,407,3.97,2025-11-25 08:44:07,2025-11-25T11:44:07.728396
1045,SENSOR_001,23.98,63.17,332,3.53,2025-11-25 08:44:17,2025-11-25T11:44:17.755445
1046,SENSOR_002,27.15,41.34,567,3.92,2025-11-25 08:44:17,2025-11-25T11:44:17.761968
1047,SENSOR_003,26.28,51.65,239,4.02,2025-11-25 08:44:17,2025-11-25T11:44:17.767217
1048,SENSOR_001,23.51,39.84,326,4.01,2025-11-25 08:44:27,2025-11-25T11:44:27.786888
1049,SENSOR_002,18.66,64.45,693,3.6,2025-11-25 08:44:27,2025-11-25T11:44:27.792221
1050,SENSOR_003,23.38,54.39,281,3.99,2025-11-25 08:44:27,2025-11-25T11:44:27.796988
1051,SENSOR_001,18.84,65.45,204,3.3,2025-11-25 08:44:37,2025-11-25T11:44:37.824413
1052,SENSOR_002,22.43,49.03,312,3.9,2025-11-25 08:44:37,2025-11-25T11:44:37.829598
1053,SENSOR_003,27.63,47.48,992,3.89,2025-11-25 08:44:37,2025-11-25T11:44:37.834649
1054,SENSOR_001,28.27,79.11,225,3.58,2025-11-25 08:44:47,2025-11-25T11:44:47.860055
1055,SENSOR_002,25.25,55.6,758,3.79,2025-11-25 08:44:47,2025-11-25T11:44:47.865639
1056,SENSOR_003,21.04,51.15,220,3.76,2025-11-25 08:44:47,2025-11-25T11:44:47.870101
1057,SENSOR_001,19.12,69.05,739,3.68,2025-11-25 08:44:57,2025-11-25T11:44:57.884569
1058,SENSOR_002,20.76,64.82,292,4.03,2025-11-25 08:44:57,2025-11-25T11:44:57.889947
1059,SENSOR_003,22.37,42.79,493,4.06,2025-11-25 08:44:57,2025-11-25T11:44:57.895166
1060,SENSOR_001,25.58,40.18,294,3.77,2025-11-25 08:45:07,2025-11-25T11:45:07.917365
1061,SENSOR_002,27.77,53.82,599,3.95,2025-11-25 08:45:07,2025-11-25T11:45:07.922674
1062,SENSOR_003,23.05,78.25,232,3.85,2025-11-25 08:45:07,2025-11-25T11:45:07.927717
1063,SENSOR_001,21.81,65.56,570,3.92,2025-11-25 08:45:17,2025-11-25T11:45:17.956793
1064,SENSOR_002,19.69,56.42,237,4.0,2025-11-25 08:45:17,2025-11-25T11:45:17.964905
1065,SENSOR_003,26.06,71.53,856,3.45,2025-11-25 08:45:17,2025-11-25T11:45:17.970112
1066,SENSOR_001,18.32,58.76,203,3.3,2025-11-25 08:45:27,2025-11-25T11:45:27.991724
1067,SENSOR_002,22.31,62.62,301,4.03,2025-11-25 08:45:27,2025-11-25T11:45:27.997035
1068,SENSOR_003,25.16,67.43,897,3.73,2025-11-25 08:45:28,2025-11-25T11:45:28.003713
1069,SENSOR_001,21.18,43.94,685,3.75,2025-11-25 08:45:38,2025-11-25T11:45:38.018683
1070,SENSOR_002,19.78,72.26,731,3.27,2025-11-25 08:45:38,2025-11-25T11:45:38.023774
1071,SENSOR_003,27.99,71.76,878,4.04,2025-11-25 08:45:38,2025-11-25T11:45:38.028297
1072,SENSOR_001,26.93,50.2,299,4.06,2025-11-25 08:45:48,2025-11-25T11:45:48.057640
1073,SENSOR_002,25.46,60.4,454,4.01,2025-11-25 08:45:48,2025-11-25T11:45:48.062782
1074,SENSOR_003,26.83,75.05,130,4.03,2025-11-25 08:45:48,2025-11-25T11:45:48.068662
1075,SENSOR_001,26.09,39.78,815,3.83,2025-11-25 08:45:58,2025-11-25T11:45:58.093142
1076,SENSOR_002,24.96,75.86,812,3.41,2025-11-25 08:45:58,2025-11-25T11:45:58.098463
1077,SENSOR_003,25.5,63.15,438,3.78,2025-11-25 08:45:58,2025-11-25T11:45:58.104751
1078,SENSOR_001,23.92,40.68,959,3.62,2025-11-25 08:46:08,2025-11-25T11:46:08.119292
1079,SENSOR_002,24.32,42.79,665,3.26,2025-11-25 08:46:08,2025-11-25T11:46:08.124644
1080,SENSOR_003,21.34,56.63,236,3.51,2025-11-25 08:46:08,2025-11-25T11:46:08.130143
1081,SENSOR_001,26.7,63.02,993,3.34,2025-11-25 08:46:18,2025-11-25T11:46:18.159872
1082,SENSOR_002,18.58,53.66,532,3.58,2025-11-25 08:46:18,2025-11-25T11:46:18.165891
1083,SENSOR_003,18.73,50.71,290,4.15,2025-11-25 08:46:18,2025-11-25T11:46:18.171290
1084,SENSOR_001,18.35,52.69,776,4.07,2025-11-25 08:46:28,2025-11-25T11:46:28.195025
1085,SENSOR_002,22.33,60.67,486,3.68,2025-11-25 08:46:28,2025-11-25T11:46:28.200397
1086,SENSOR_003,18.63,70.28,925,3.68,2025-11-25 08:46:28,2025-11-25T11:46:28.206360
1087,SENSOR_001,25.09,73.73,337,4.19,2025-11-25 08:46:38,2025-11-25T11:46:38.233682
1088,SENSOR_002,18.6,54.26,555,3.76,2025-11-25 08:46:38,2025-11-25T11:46:38.239139
1089,SENSOR_003,27.26,79.27,951,3.91,2025-11-25 08:46:38,2025-11-25T11:46:38.245361
1090,SENSOR_001,20.27,62.48,995,3.66,2025-11-25 08:46:48,2025-11-25T11:46:48.273707
1091,SENSOR_002,23.0,57.71,447,3.29,2025-11-25 08:46:48,2025-11-25T11:46:48.279358
1092,SENSOR_003,18.27,67.66,485,3.6,2025-11-25 08:46:48,2025-11-25T11:46:48.284763
1093,SENSOR_001,23.62,52.97,855,3.96,2025-11-25 08:46:58,2025-11-25T11:46:58.309961
1094,SENSOR_002,24.18,78.78,177,3.59,2025-11-25 08:46:58,2025-11-25T11:46:58.315082
1095,SENSOR_003,22.7,44.22,587,3.95,2025-11-25 08:46:58,2025-11-25T11:46:58.320042
1096,SENSOR_001,26.96,47.37,371,3.92,2025-11-25 08:47:08,2025-11-25T11:47:08.334535
1097,SENSOR_002,27.13,56.48,984,3.31,2025-11-25 08:47:08,2025-11-25T11:47:08.351368
1098,SENSOR_003,25.98,80.62,445,3.27,2025-11-25 08:47:08,2025-11-25T11:47:08.371947
1099,SENSOR_001,18.4,70.94,716,3.76,2025-11-25 08:47:18,2025-11-25T11:47:18.388002
1100,SENSOR_002,18.49,59.75,794,4.09,2025-11-25 08:47:18,2025-11-25T11:47:18.393224
1101,SENSOR_003,27.38,40.08,908,3.26,2025-11-25 08:47:18,2025-11-25T11:47:18.398473
1102,SENSOR_001,27.23,45.22,838,3.6,2025-11-25 08:47:28,2025-11-25T11:47:28.420344
1103,SENSOR_002,18.9,70.91,884,3.9,2025-11-25 08:47:28,2025-11-25T11:47:28.425756
1104,SENSOR_003,18.85,63.55,371,3.87,2025-11-25 08:47:28,2025-11-25T11:47:28.431243
1105,SENSOR_001,22.72,47.8,986,3.42,2025-11-25 08:47:38,2025-11-25T11:47:38.450961
1106,SENSOR_002,18.18,47.58,521,3.96,2025-11-25 08:47:38,2025-11-25T11:47:38.456313
1107,SENSOR_003,22.75,79.57,267,3.87,2025-11-25 08:47:38,2025-11-25T11:47:38.462105
1108,SENSOR_001,28.06,75.14,649,3.25,2025-11-25 08:47:48,2025-11-25T11:47:48.488536
1109,SENSOR_002,25.36,70.17,163,3.86,2025-11-25 08:47:48,2025-11-25T11:47:48.494677
1110,SENSOR_003,23.33,45.7,910,3.48,2025-11-25 08:47:48,2025-11-25T11:47:48.499833
1111,SENSOR_001,24.47,58.04,223,3.79,2025-11-25 08:47:58,2025-11-25T11:47:58.514686
1112,SENSOR_002,18.48,72.4,787,3.94,2025-11-25 08:47:58,2025-11-25T11:47:58.520471
1113,SENSOR_003,24.89,48.71,209,3.92,2025-11-25 08:47:58,2025-11-25T11:47:58.525880
1114,SENSOR_001,25.27,49.56,781,3.75,2025-11-25 08:48:08,2025-11-25T11:48:08.549625
1115,SENSOR_002,27.4,61.22,149,4.14,2025-11-25 08:48:08,2025-11-25T11:48:08.554844
1116,SENSOR_003,24.6,59.81,274,3.48,2025-11-25 08:48:08,2025-11-25T11:48:08.561012
1117,SENSOR_001,20.33,66.25,572,3.39,2025-11-25 08:48:18,2025-11-25T11:48:18.587871
1118,SENSOR_002,18.04,50.52,220,3.27,2025-11-25 08:48:18,2025-11-25T11:48:18.593173
1119,SENSOR_003,28.15,67.53,209,3.63,2025-11-25 08:48:18,2025-11-25T11:48:18.597905
1120,SENSOR_001,18.41,74.9,571,3.91,2025-11-25 08:48:28,2025-11-25T11:48:28.612485
1121,SENSOR_002,26.26,71.58,590,3.63,2025-11-25 08:48:28,2025-11-25T11:48:28.628454
1122,SENSOR_003,19.0,43.95,805,3.65,2025-11-25 08:48:28,2025-11-25T11:48:28.633474
1123,SENSOR_001,27.48,65.43,405,3.69,2025-11-25 08:48:38,2025-11-25T11:48:38.652476
1124,SENSOR_002,21.17,73.3,595,4.13,2025-11-25 08:48:38,2025-11-25T11:48:38.657801
1125,SENSOR_003,26.99,77.65,699,3.48,2025-11-25 08:48:38,2025-11-25T11:48:38.663759
1126,SENSOR_001,25.08,73.58,160,3.64,2025-11-25 08:48:48,2025-11-25T11:48:48.692590
1127,SENSOR_002,26.81,59.47,214,3.78,2025-11-25 08:48:48,2025-11-25T11:48:48.710521
1128,SENSOR_003,26.96,56.95,724,4.05,2025-11-25 08:48:48,2025-11-25T11:48:48.717836
1129,SENSOR_001,22.68,67.24,279,3.55,2025-11-25 08:48:58,2025-11-25T11:48:58.743675
1130,SENSOR_002,19.46,41.09,856,4.11,2025-11-25 08:48:58,2025-11-25T11:48:58.749840
1131,SENSOR_003,19.31,63.11,887,3.8,2025-11-25 08:48:58,2025-11-25T11:48:58.755281
1132,SENSOR_001,19.25,74.88,282,3.63,2025-11-25 08:49:08,2025-11-25T11:49:08.777475
1133,SENSOR_002,19.59,54.89,551,3.23,2025-11-25 08:49:08,2025-11-25T11:49:08.782788
1134,SENSOR_003,27.09,53.19,292,3.97,2025-11-25 08:49:08,2025-11-25T11:49:08.790303
1135,SENSOR_001,20.08,54.17,256,3.77,2025-11-25 08:49:18,2025-11-25T11:49:18.808646
1136,SENSOR_002,20.39,40.02,183,3.28,2025-11-25 08:49:18,2025-11-25T11:49:18.814925
1137,SENSOR_003,21.72,56.46,945,3.73,2025-11-25 08:49:18,2025-11-25T11:49:18.821005
1138,SENSOR_001,19.36,77.54,335,3.85,2025-11-25 08:49:28,2025-11-25T11:49:28.844989
1139,SENSOR_002,25.61,74.04,550,4.1,2025-11-25 08:49:28,2025-11-25T11:49:28.850134
1140,SENSOR_003,20.03,51.26,865,3.96,2025-11-25 08:49:28,2025-11-25T11:49:28.855063
1141,SENSOR_001,22.84,61.35,314,3.68,2025-11-25 08:49:38,2025-11-25T11:49:38.869325
1142,SENSOR_002,27.71,61.64,369,4.04,2025-11-25 08:49:38,2025-11-25T11:49:38.898419
1143,SENSOR_003,21.98,78.26,318,3.33,2025-11-25 08:49:38,2025-11-25T11:49:38.903278
1144,SENSOR_001,20.1,76.76,360,3.6,2025-11-25 08:49:48,2025-11-25T11:49:48.924617
1145,SENSOR_002,21.48,51.06,940,3.6,2025-11-25 08:49:48,2025-11-25T11:49:48.930057
1146,SENSOR_003,19.0,63.43,276,4.17,2025-11-25 08:49:48,2025-11-25T11:49:48.936956
1147,SENSOR_001,19.88,74.53,172,4.16,2025-11-25 08:49:58,2025-11-25T11:49:58.962303
1148,SENSOR_002,26.22,59.77,359,3.37,2025-11-25 08:49:58,2025-11-25T11:49:58.967346
1149,SENSOR_003,26.08,66.65,822,3.55,2025-11-25 08:49:58,2025-11-25T11:49:58.973970
1150,SENSOR_001,21.47,66.45,601,3.43,2025-11-25 08:50:08,2025-11-25T11:50:08.998603
1151,SENSOR_002,21.87,68.8,650,4.07,2025-11-25 08:50:09,2025-11-25T11:50:09.003923
1152,SENSOR_003,21.67,54.43,973,3.73,2025-11-25 08:50:09,2025-11-25T11:50:09.033600
1153,SENSOR_001,17.9,61.97,908,3.29,2025-11-25 08:50:19,2025-11-25T11:50:19.054403
1154,SENSOR_002,23.01,75.01,671,4.17,2025-11-25 08:50:19,2025-11-25T11:50:19.084447
1155,SENSOR_003,26.85,60.79,819,3.89,2025-11-25 08:50:19,2025-11-25T11:50:19.089691
1156,SENSOR_001,22.69,75.7,250,3.43,2025-11-25 08:50:29,2025-11-25T11:50:29.107504
1157,SENSOR_002,22.39,46.78,365,3.96,2025-11-25 08:50:29,2025-11-25T11:50:29.112491
1158,SENSOR_003,23.69,61.81,687,3.66,2025-11-25 08:50:29,2025-11-25T11:50:29.134298
1159,SENSOR_001,23.15,58.32,772,3.72,2025-11-25 08:50:39,2025-11-25T11:50:39.160871
1160,SENSOR_002,20.45,54.3,611,3.8,2025-11-25 08:50:39,2025-11-25T11:50:39.166784
1161,SENSOR_003,21.15,44.1,824,3.87,2025-11-25 08:50:39,2025-11-25T11:50:39.172515
1162,SENSOR_001,17.95,62.06,366,3.43,2025-11-25 08:50:49,2025-11-25T11:50:49.199030
1163,SENSOR_002,22.05,74.75,163,3.81,2025-11-25 08:50:49,2025-11-25T11:50:49.204417
1164,SENSOR_003,18.17,77.11,669,3.31,2025-11-25 08:50:49,2025-11-25T11:50:49.210153
1165,SENSOR_001,25.0,54.22,381,3.55,2025-11-25 08:50:59,2025-11-25T11:50:59.233504
1166,SENSOR_002,24.92,46.0,977,4.12,2025-11-25 08:50:59,2025-11-25T11:50:59.239029
1167,SENSOR_003,21.58,65.92,243,3.58,2025-11-25 08:50:59,2025-11-25T11:50:59.244063
1168,SENSOR_001,26.76,73.3,826,4.12,2025-11-25 08:51:09,2025-11-25T11:51:09.268729
1169,SENSOR_002,19.77,49.09,468,3.54,2025-11-25 08:51:09,2025-11-25T11:51:09.273915
1170,SENSOR_003,25.77,68.41,369,4.16,2025-11-25 08:51:09,2025-11-25T11:51:09.279438
1171,SENSOR_001,24.87,39.09,629,3.4,2025-11-25 08:51:19,2025-11-25T11:51:19.284401
1172,SENSOR_002,24.54,44.51,536,4.11,2025-11-25 08:51:19,2025-11-25T11:51:19.289970
1173,SENSOR_003,19.53,38.73,506,3.8,2025-11-25 08:51:19,2025-11-25T11:51:19.296575
1174,SENSOR_001,19.27,45.4,917,3.95,2025-11-25 08:51:29,2025-11-25T11:51:29.321676
1175,SENSOR_002,25.79,79.45,834,3.47,2025-11-25 08:51:29,2025-11-25T11:51:29.326657
1176,SENSOR_003,23.53,77.77,421,3.35,2025-11-25 08:51:29,2025-11-25T11:51:29.331517
1177,SENSOR_001,26.52,74.2,450,3.59,2025-11-25 08:51:39,2025-11-25T11:51:39.345593
1178,SENSOR_002,20.51,69.62,800,4.07,2025-11-25 08:51:39,2025-11-25T11:51:39.351130
1179,SENSOR_003,22.6,57.8,661,4.15,2025-11-25 08:51:39,2025-11-25T11:51:39.355975
1180,SENSOR_001,23.77,59.34,957,3.66,2025-11-25 08:51:49,2025-11-25T11:51:49.382828
1181,SENSOR_002,21.47,60.83,843,3.5,2025-11-25 08:51:49,2025-11-25T11:51:49.388991
1182,SENSOR_003,18.72,56.46,392,4.01,2025-11-25 08:51:49,2025-11-25T11:51:49.395555
1183,SENSOR_001,27.71,76.68,830,4.14,2025-11-25 08:51:59,2025-11-25T11:51:59.422384
1184,SENSOR_002,19.81,76.16,110,3.26,2025-11-25 08:51:59,2025-11-25T11:51:59.427097
1185,SENSOR_003,19.5,70.03,453,3.29,2025-11-25 08:51:59,2025-11-25T11:51:59.433169
1186,SENSOR_001,19.2,55.36,983,3.63,2025-11-25 08:52:09,2025-11-25T11:52:09.457235
1187,SENSOR_002,27.39,63.71,667,3.49,2025-11-25 08:52:09,2025-11-25T11:52:09.463235
1188,SENSOR_003,23.59,67.78,110,3.27,2025-11-25 08:52:09,2025-11-25T11:52:09.469318
1189,SENSOR_001,25.4,72.42,1000,4.1,2025-11-25 08:52:19,2025-11-25T11:52:19.484726
1190,SENSOR_002,26.66,62.79,274,3.94,2025-11-25 08:52:19,2025-11-25T11:52:19.490888
1191,SENSOR_003,21.27,74.68,639,3.22,2025-11-25 08:52:19,2025-11-25T11:52:19.497059
